Item Number,Brand,Processor,Screen Size (in),Color,Ram Size (GB),SSD Capacity (GB),GPU,Processor Speed (GHz),Type,Resolution Size,Maximum Resolution,Model,OS,Hard Drive Capacity (GB),Storage Type,Condition,Price ($)
85264984641,Dell,AMD Ryzen 5,14.0,Bronze,8.0,256.0,AMD Radeon Graphics,2.1,Notebook/Laptop,Medium,1920 x 1080,Dell Inspiron 14 7405,Windows 11,256,SSD,Good,299.0
85264984647,HP,Intel Core i3,15.6,Silver,8.0,256.0,Intel UHD Graphics,4.1,Notebook/Laptop,Small,1366 x 768,15-dy2091wm,Windows 11 Home S,256,SSD,New,325.0
85264984653,HP,Intel Core i7,15.6,Silver,16.0,256.0,Intel UHD Graphics 620,4.3,Notebook/Laptop,Medium,1920 x 1080,HP ProBook,Windows 10,256,SSD,Used,299.99
85264984654,HP,Intel Core i5,15.6,Gray,8.0,256.0,Intel Iris Xe Graphics,4.6,Notebook/Laptop,Medium,1920 x 1080,HP ENVY x360,Windows 11 Home,0,SSD,Certified,479.57
85264984675,Dell,Intel Celeron,15.6,Black,4.0,0.0,Intel HD Graphics,1.6,Notebook/Laptop,Small,1024 x 768,Dell Inspiron 15 3552,Windows 7 Pro,500,HDD,Used,89.99
85264984681,Dell,Intel Celeron,11.6,Black,4.0,16.0,AMD Radeon Graphics,2.16,Notebook/Laptop,Small,1366 x 768,Dell Chromebook,Chrome OS,4,SSD,Used,45.0
85264984690,HP,Intel Core i3,15.6,Gray,8.0,256.0,Intel UHD Graphics,4.1,Notebook/Laptop,Small,1366 x 768,15-dy5131wm,Windows 11 Home S,256,SSD,New,314.95
85264984692,Zzetze,Intel Celeron,14.0,Gray,6.0,128.0,Intel HD Graphics 500,2.4,Notebook/Laptop,Small,1366 x 768,X23,Windows 11 Pro,128,SSD,New,172.0
85264984700,Dell,Intel Core i3,14.0,Black,8.0,256.0,Intel Iris Xe Graphics,3.3,Tablet,Large,1920 x 1200,Latitude 7230 Rugged Extreme Tablet,Windows 11 Pro,256,SSD,Excellent,1049.99
85264984702,HP,Intel Core i5,17.3,Gray,8.0,256.0,Intel UHD Graphics 630,2.3,Notebook/Laptop,Small,1600 x 900,HP Zbook 17 G5,Windows 10 Pro,256,SSD,New,649.99
85264984716,Dell,Intel Core i7,14.0,Gray,16.0,512.0,Intel Iris Xe Graphics,2.8,Notebook/Laptop,Small,1366 x 768,Latitude 3420,Windows 10 Pro,512,SSD,Used,349.95
85264984726,Dell,Intel Core i7,14.0,Black,32.0,1000.0,Intel Iris Xe Graphics,1.8,Notebook,Medium,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,1000,SSD,Excellent,1899.99
85264984731,HP,Intel Core i3,15.6,Silver,8.0,256.0,Intel UHD Graphics,1.2,Notebook/Laptop,Medium,1920 x 1080,15-dy5131wm,Windows 11 Home,256,SSD,New,329.95
85264984732,Lenovo,AMD Ryzen 5,15.6,Black,40.0,2000.0,AMD Radeon Graphics,4.3,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad E15,Windows 11 Pro,2000,SSD,New,919.0
85264984746,HP,Intel Core i5,14.0,Silver,16.0,256.0,Intel HD Graphics 520,2.4,Notebook/Laptop,Small,1366 x 768,HP Elitebook 840 G3,Windows 10 Pro,256,SSD,Used,110.0
85264984752,Lenovo,Intel Celeron,11.6,Black,4.0,32.0,Intel HD Graphics,2.6,Notebook/Laptop,Small,1366 x 768,Lenovo 100e,Chrome OS,32,SSD,Used,55.0
85264984754,HP,Intel Celeron,11.6,Gray,4.0,16.0,Intel HD Graphics 620,1.6,Notebook/Laptop,Small,1366 x 768,ChromeBook,Chrome OS,0,SSD,Used,149.99
85264984755,Dell,Intel Core i5,17.3,Gray,16.0,500.0,Intel HD Graphics 620,2.5,Notebook/Laptop,Small,1900 x 600,Dell Inspiron 5767,Windows 10 Pro,500,SSD,Used,425.0
85264984758,Dell,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1366 x 768,Samsung ChromeBook,Chrome OS,16,SSD,Very Good,52.99
85264984760,HP,AMD Ryzen Pro 3,14.0,Silver,8.0,256.0,Intel HD Graphics,2.1,Notebook/Laptop,Medium,1920 x 1080,HP EliteBook mt45,Windows 10 Home,256,SSD,Used,243.0
85264984771,Dell,Intel Core i7,14.0,Black,16.0,256.0,Intel UHD Graphics 620,1.9,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5400,Windows 11 Pro,256,SSD,Very Good,199.0
85264984776,Dell,Intel Core i5,14.0,Silver,16.0,512.0,Intel Iris Xe Graphics,2.6,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5420,Windows 11 Pro,512,SSD,Excellent,699.99
85264984788,Acer,Intel Core i5,15.6,Black,16.0,256.0,NVIDIA Geforce RTX 1650,2.6,Notebook/Laptop,Medium,1920 x 1080,Nitro 5 AN515-54-70KK,Windows 11,256,SSD,Used,435.0
85264984802,Microsoft,Intel Core i5,12.3,Black,8.0,128.0,Intel Iris Plus Graphics,1.1,Notebook/Laptop,Large,2736 x 1824,Surface Pro 7,Windows 11 Home,128,SSD,Used,255.0
85264984814,Acer,Intel Core i3,17.3,Gray,8.0,256.0,Intel UHD Graphics,3.0,Notebook/Laptop,Small,1600 x 900,Acer Aspire 3,Windows 11 Home,256,SSD,New,399.0
85264984826,Dell,Intel Core i7,15.0,Gray,8.0,256.0,NVIDIA GeForce GTX 1050 Ti,2.8,Notebook/Laptop,Medium,1920 x 1080,Alienware 15 R3,Windows 10 Home,1000,SSD + HDD,Used,300.0
85264984828,HP,AMD E-Series,14.0,Silver,8.0,512.0,AMD Radeon Graphics,1.8,Notebook/Laptop,Medium,1920 x 1080,14-an013nr,Windows 11 Home,512,SSD,Used,120.0
85264984847,Lenovo,Intel Core i5,15.6,Black,32.0,1000.0,Intel UHD Graphics,1.6,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad E15,Windows 11 Pro,1000,SSD,Used,399.99
85264984853,Dell,Intel Core i7,15.6,Black,32.0,1000.0,NVIDIA Quadro M620,2.8,Notebook/Laptop,Medium,1920 x 1080,Dell Precision 3520,Windows 11 Pro,1000,SSD,Excellent,399.99
85264984879,Microsoft,Microsoft SQ1,13.0,Black,8.0,128.0,Microsoft SQ1 Adreno 685,3.0,2 in 1 Laptop/Tablet,Large,2880 x 1920,Microsoft Surface Pro X,Windows 10,8,SSD,Open box,510.0
85264984962,Lenovo,Intel Pentium,14.0,Gray,4.0,128.0,Intel UHD Graphics 605,1.1,Notebook/Laptop,Small,1366 x 768,IdeaPad 1 14IGL05,Windows 11 Home,128,SSD,For parts or not working,159.99
85264984968,Dell,Intel Core i5,14.0,Black,16.0,512.0,Intel Iris Xe Graphics,2.4,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5430 Rugged,Windows 11 Pro,512,SSD,New,1482.83
85264984992,Microsoft,Intel Core i5,13.5,Silver,8.0,256.0,Intel UHD Graphics 620,1.7,Notebook/Laptop,Large,3000 x 2000,Microsoft Surface Book 2,Windows 10 Pro,256,SSD,For parts or not working,100.0
85264984999,Panasonic,Intel Core Duo,13.1,Silver,2.0,256.0,Intel HD Graphics,1.6,Notebook/Laptop,Small,1024 x 728,Panasonic Toughbook CF-30,Windows 7,320,SSD,Used,164.95
85264985007,HP,Intel Core i3,15.6,Black,6.0,1000.0,Intel HD Graphics,2.3,Notebook/Laptop,Small,1366 x 768,HP 15-ay009dx,Windows 10 Home,1000,HDD,Used,62.95
85264985023,Chuwi,Intel Core M3,13.3,Gray,8.0,256.0,Intel HD Graphics 615,1.1,Notebook/Laptop,Medium,1920 x 1080,Aerobook Pro,Windows 10,256,SSD,New,287.12
85264985031,HP,Intel Celeron,14.0,Multicolor,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1366 x 768,HP Chromebook 14 G4,Chrome OS,16,eMMC,Used,79.99
85264985033,Chuwi,Quad Core,15.6,Gray,8.0,256.0,Intel UHD Graphics,3.4,Notebook/Laptop,Medium,1920 x 1080,GemiBook Plus,Windows 11 Home,256,SSD,New,256.49
85264985036,Dell,Intel Core i7,14.0,Gray,16.0,256.0,Intel Iris Xe Graphics,3.0,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 7420,Windows 11 Pro,256,SSD,Used,349.99
85264985037,Lenovo,Intel Core i7,14.1,Purple,16.0,256.0,NVIDIA GEFORCE GT 730M,2.9,Notebook,Small,1600 x 900,ThinkPad T460p,Windows 10 Pro,0,SSD,Used,187.77
85264985038,Lenovo,Intel Core i5,14.0,Standard,12.0,512.0,Intel HD Graphics 520,2.4,Notebook/Laptop,Medium,1920 x 1080,t470s i5,Windows 11 Pro,512,SSD,Excellent,219.99
85264985039,HP,Intel Core i3,15.6,Silver,32.0,1000.0,Intel UHD Graphics,4.1,Notebook/Laptop,Small,1366 x 768,HP 15 Inch Laptop,Windows 11 Home,1000,SSD,New,579.0
85264985041,Dell,Intel Core i5,12.3,Black,8.0,256.0,Intel UHD Graphics 620,1.7,Tablet,Large,1920 x 1280,Dell Latitude 5290,Windows 11 Pro,256,SSD,Used,110.0
85264985048,Lenovo,Intel Core i3,15.6,Black,8.0,256.0,Intel HD Graphics 4600,2.4,Notebook/Laptop,Small,1366 x 768,Lenovo ThinkPad E540,Windows 10 Pro,250,SSD,Used,100.0
85264985053,Lenovo,Intel Core i7,15.6,Black,16.0,256.0,Intel UHD Graphics 620,1.8,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad T590,Windows 11 Pro,256,SSD,Used,279.99
85264985056,Chuwi,Intel Celeron,14.1,Gray,8.0,0.0,Intel UHD Graphics 600,2.6,Notebook/Laptop,Medium,1920 x 1080,N4000,Windows 10,256,SSD,New,133.99
85264985059,Lenovo,Intel Celeron,11.6,Multicolor,4.0,32.0,Intel HD Graphics,2.4,Notebook/Laptop,Small,1366 x 768,Lenovo 100e,Chrome OS,32,eMMC,Good,74.99
85264985069,Acer,Intel Celeron,11.6,Gray,2.0,16.0,Intel HD Graphics,1.4,Notebook/Laptop,Small,1366 x 768,Acer Chromebook C720,Chrome OS,16,SSD,Good,42.99
85264985070,Dell,Intel Core i5,14.0,Black,32.0,1000.0,Intel UHD Graphics 620,1.9,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5440,Windows 11 Pro,1000,SSD,Excellent,299.99
85264985075,Dell,Intel Core i5,14.0,Black,16.0,128.0,Intel HD Graphics 520,2.6,Notebook/Laptop,Small,1366 x 768,Dell Latitude 7480,Windows 10,128,SSD,Used,129.99
85264985076,Panasonic,Intel Core i5,10.1,Silver,16.0,256.0,Intel HD Graphics 615,3.3,Notebook/Laptop,Large,1920 x 1200,Panasonic Toughbook CF-20,Windows 10 Pro,256,SSD,Excellent,669.0
85264985082,HP,Intel Core i7,17.3,Brown,8.0,1000.0,AMD Radeon Graphics,2.67,Notebook/Laptop,Small,1600 x 900,HP ProBook,Windows 10 Pro,1000,HDD,Used,175.0
85264985084,Dell,Intel Core i7,15.6,Gray,16.0,512.0,Intel UHD Graphics,1.8,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5540,Windows 11 Pro,512,SSD,Excellent,709.99
85264985094,Lenovo,Intel Core i5,12.1,Black,4.0,0.0,Intel HD Graphics,1.7,Notebook/Laptop,Small,1366 x 768,Lenovo ThinkPad Twist i5-3317U,Windows 10,1000,HDD,Used,190.0
85264985114,Dell,Intel Celeron,11.6,Black,4.0,32.0,AMD Radeon Graphics,1.6,Notebook/Laptop,Small,1366 x 768,P22T,Chrome OS,32,SSD,Used,49.0
85264985129,Fujitsu,Intel Core i7,13.3,Gray,8.0,256.0,AMD Radeon Graphics,2.7,Notebook/Laptop,Small,1366 x 768,Fujitsu LifeBook T902,Windows 10,0,SSD,Used,200.0
85264985145,Lenovo,Intel Core i7,14.0,Black,24.0,256.0,Intel UHD Graphics 620,1.9,Notebook,Medium,1920 x 1080,T480,Windows 11,256,SSD,Used,249.95
85264985149,Dell,Intel Core i7,15.6,Black,16.0,1000.0,Intel Iris Xe Graphics,2.8,Notebook/Laptop,Large,3840 x 2160,Dell Inspiron 15 7506,Windows 11 Home,1000,SSD,Used,500.0
85264985158,HP,Intel Core i7,15.6,Black,64.0,2000.0,NVIDIA GeForce RTX 2070,4.7,Notebook/Laptop,Large,3840 x 2160,HP Omen,Windows 11 Home,4000,SSD + HDD,Used,1200.0
85264985181,Lenovo,Intel Core i5,14.0,Black,8.0,256.0,Intel UHD Graphics 620,1.6,Notebook/Laptop,Medium,1920 x 1080,20NY-S3Y600,Windows 10,256,SSD,Used,187.99
85264985195,Dell,Intel Core i7,17.0,Silver,16.0,512.0,NVIDIA GeForce MX350,2.8,Notebook/Laptop,Large,2560 x 1600,Inspiron 7000,Windows 10 Pro,512,SSD,Used,400.0
85264985197,Acer,Intel Core i3,17.3,Gray,8.0,256.0,Intel UHD Graphics,3.0,Notebook/Laptop,Small,1600 x 900,Acer Aspire 3,Windows 11 Home,256,SSD,New,399.0
85264985214,Dell,Intel Core i7,14.0,Black,8.0,256.0,Intel HD Graphics,2.7,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude E7440,Windows 11 Pro,8,SSD,Used,140.0
85264985238,Dell,Intel Core i7,12.5,Black,16.0,256.0,Intel HD Graphics,2.6,Notebook/Laptop,Small,1366 x 768,Latitude E7270,Windows 11 Pro,256,SSD,Used,125.0
85264985264,HP,Intel Core i5,15.6,Gray,8.0,256.0,Intel Iris Xe Graphics,4.6,Notebook/Laptop,Medium,1920 x 1080,HP ENVY x360,Windows 11 Home,0,SSD,Certified,479.57
85264985330,Dell,Intel Celeron,11.6,Black,4.0,32.0,AMD Radeon Graphics,1.6,Notebook/Laptop,Small,1366 x 768,P22T,Chrome OS,32,SSD,Used,49.0
85264985351,HP,Intel Core i5,12.3,Silver,8.0,128.0,Intel UHD Graphics 620,2.5,Notebook/Laptop,Large,2736 x 1824,HP ELITE X2 1012 G2,Windows 11 Pro,128,SSD,Used,89.99
85264985366,Panasonic,Intel Core i5,10.1,Silver,16.0,256.0,Intel HD Graphics 615,3.3,Notebook/Laptop,Large,1920 x 1200,Panasonic Toughbook CF-20,Windows 11 Pro,256,SSD,Excellent,668.0
85264985469,Lenovo,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,1.83,Notebook/Laptop,Small,1366 x 768,Lenovo Thinkpad Yoga 11e,Chrome OS,16,SSD,Used,25.5
85264985472,Dell,Intel Core i7,14.0,Silver,16.0,512.0,Intel HD Graphics,5.0,Notebook/Laptop,Medium,1920 x 1080,Latitude 5440 Laptop,Windows 11 Pro,512,SSD,New,888.88
85264985476,Panasonic,Intel Core i5,10.1,Silver,16.0,256.0,Intel HD Graphics 615,3.3,Notebook/Laptop,Large,1920 x 1200,Panasonic Toughbook CF-20,Windows 11 Pro,256,SSD,Excellent,668.0
85264985478,HP,Intel Core i5,15.6,Gray,8.0,256.0,Intel Iris Xe Graphics,4.6,Notebook/Laptop,Medium,1920 x 1080,HP ENVY x360,Windows 11 Home,0,SSD,Certified,479.57
85264985493,Dell,Intel Core i7,15.0,Gray,8.0,256.0,NVIDIA GeForce GTX 1050 Ti,2.8,Notebook/Laptop,Medium,1920 x 1080,Alienware 15 R3,Windows 10 Home,1000,SSD + HDD,Used,300.0
85264985502,HP,Intel Core i7,15.6,Silver,16.0,256.0,Intel UHD Graphics 620,4.3,Notebook/Laptop,Medium,1920 x 1080,HP ProBook,Windows 10,256,SSD,Used,299.99
85264985558,Lenovo,Intel Celeron,11.6,Multicolor,4.0,32.0,Intel HD Graphics,2.4,Notebook/Laptop,Small,1366 x 768,Lenovo 100e,Chrome OS,32,eMMC,Good,74.99
85264985572,Acer,Intel Celeron,11.6,Gray,2.0,16.0,Intel HD Graphics,1.4,Notebook/Laptop,Small,1366 x 768,Acer Chromebook C720,Chrome OS,16,SSD,Good,42.99
85264985574,Dell,Intel Celeron,11.6,Black,4.0,128.0,Intel UHD Graphics 600,1.1,Notebook/Laptop,Small,1366 x 768,Dell Latitude 3190,Windows 10 Pro,128,SSD,Used,99.0
85264985576,HP,AMD Ryzen 7,14.0,Silver,16.0,1000.0,AMD Radeon Graphics,1.9,Notebook/Laptop,Medium,1920 x 1080,HP Dev One Notebook PC,Pop OS,1000,SSD,Certified,538.99
85264985577,HP,Intel Core i5,14.0,Silver,32.0,500.0,Intel UHD Graphics 620,2.6,Notebook/Laptop,Medium,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,500,SSD,Very Good,289.99
85264985590,Dell,Intel Core i7,14.0,Gray,16.0,256.0,Intel Iris Xe Graphics,3.0,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 7420,Windows 11 Pro,256,SSD,Used,349.99
85264985591,Lenovo,Intel Core i7,14.1,Purple,16.0,256.0,NVIDIA GEFORCE GT 730M,2.9,Notebook,Small,1600 x 900,ThinkPad T460p,Windows 10 Pro,0,SSD,Used,187.77
85264985592,Lenovo,Intel Core i5,14.0,Standard,12.0,512.0,Intel HD Graphics 520,2.4,Notebook/Laptop,Medium,1920 x 1080,t470s i5,Windows 11 Pro,512,SSD,Excellent,219.99
85264985593,HP,Intel Core i3,15.6,Silver,32.0,1000.0,Intel UHD Graphics,4.1,Notebook/Laptop,Small,1366 x 768,HP 15 Inch Laptop,Windows 11 Home,1000,SSD,New,579.0
85264985598,Dell,Intel Core i5,12.3,Black,8.0,256.0,Intel UHD Graphics 620,1.7,Tablet,Large,1920 x 1280,Dell Latitude 5290,Windows 11 Pro,256,SSD,Used,110.0
85264985601,Lenovo,Intel Core i3,15.6,Black,8.0,256.0,Intel HD Graphics 4600,2.4,Notebook/Laptop,Small,1366 x 768,Lenovo ThinkPad E540,Windows 10 Pro,250,SSD,Used,100.0
85264985666,Dell,Intel Core i5,14.0,Black,32.0,512.0,Intel Iris Xe Graphics,2.4,Notebook,Medium,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,512,SSD,Excellent,1449.99
85264985670,HP,Intel Core i7,13.3,Silver,8.0,1000.0,Intel Iris Plus Graphics,1.6,Notebook/Laptop,Large,3840 x 2160,HP Envy,Windows 11 Pro,1000,SSD,New,819.99
85264985673,Dell,Intel Core i5,14.1,Silver/Black,4.0,0.0,Intel HD Graphics,2.4,Notebook/Laptop,Small,1280 x 800,Dell Latitude E6410,Windows XP,160,HDD,Used,169.95
85264985677,Lenovo,AMD Ryzen 5,14.0,Black,16.0,512.0,AMD Radeon Vega 8,2.0,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad A485,Windows 11 Pro,512,SSD,Used,199.0
85264985678,Dell,Intel Core i7,14.0,Black,8.0,256.0,Intel HD Graphics,2.7,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude E7440,Windows 11 Pro,8,SSD,Used,140.0
85264985691,Dell,Intel Core i7,14.0,Black,16.0,256.0,Intel Iris Xe Graphics,3.0,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 7320,Not Included,256,SSD,Used,449.95
85264985706,HP,Intel Core i5,14.0,Silver,16.0,256.0,Intel UHD Graphics 620,1.6,Notebook/Laptop,Medium,1920 x 1080,Hp Elitebook 840,Windows 10,256,SSD,Used,189.99
85264985720,Dell,Intel Core i5,15.6,Black/Red,8.0,256.0,NVIDIA GeForce GTX 1050 Ti,2.5,Notebook/Laptop,Medium,1920 x 1080,Dell Inspiron 15 7000,Windows 10 Home,1000,SSD,Used,450.0
85264985746,HP,AMD 3015Ce,14.0,Silver,4.0,64.0,AMD Radeon Graphics,2.3,Chromebook,Small,1366 x 768,14A-NB0013DX,Chrome OS,64,eMMC,Used,89.99
85264985854,Dell,Intel Core i7,15.6,Silver,16.0,256.0,Intel Iris Xe Graphics,2.8,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5520,Windows 11 Pro,256,SSD,Excellent,1049.99
85264985874,Lenovo,Intel Core i5,14.0,Black,8.0,256.0,Intel HD Graphics,1.9,Notebook/Laptop,Small,1600 x 900,Lenovo ThinkPad T440,Windows 11 Pro,256,SSD,Used,119.0
85264985877,Acer,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1024 x 480,C732 Chromebook,Chrome OS,16,SSD,Good,48.99
85264985883,Acer,Intel Core i3,17.3,Gray,8.0,256.0,Intel UHD Graphics,3.0,Notebook/Laptop,Small,1600 x 900,Acer Aspire 3,Windows 11 Home,256,SSD,New,399.0
85264985891,Dell,Intel Core i5,14.0,Black,8.0,256.0,Intel Iris Xe Graphics,2.4,Notebook,Medium,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,256,SSD,Very Good,1249.99
85264985904,HP,Intel Core i7,15.6,Gray,32.0,1000.0,NVIDIA Quadro K1100M,3.8,Laptop,Medium,1920 x 1080,HP ZBook 15,Windows 10 Pro,2000,SSD + HDD,Used,834.51
85264985905,HP,Intel Core i7,15.6,Silver,32.0,512.0,Intel UHD Graphics 620,1.9,Notebook,Medium,1920 x 1080,HP EliteBook 850 G5,Windows 11 Pro,512,SSD,Used,449.99
85264985935,Lenovo,Intel Core i7,14.0,Gray,8.0,256.0,Intel UHD Graphics,1.8,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad E14,Windows 10 Pro,256,SSD,Used,280.0
85264985937,HP,Intel Core i7,15.6,Silver,16.0,512.0,Intel Iris Xe Graphics,2.8,Notebook/Laptop,Medium,1920 x 1080,HP ProBook 450 G8,Windows 10 Pro,512,SSD,Used,389.0
85264985995,Lenovo,AMD Ryzen 5,14.0,Black,16.0,512.0,AMD Radeon Vega 8,2.0,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad A485,Windows 11 Pro,512,SSD,Used,199.0
85264985996,Acer,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1024 x 480,C732 Chromebook,Chrome OS,16,SSD,Good,48.99
85264986021,Samsung,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.5,Notebook/Laptop,Small,1366 x 768,Samsung Chromebook 3,Chrome OS,16,SSD,Used,32.99
85264986034,Dell,Intel Core i5,13.3,Black,8.0,32.0,Intel HD Graphics 5300,2.3,Notebook/Laptop,Medium,1920 x 1080,Dell Chromebook 13 7310,Chrome OS,32,SSD,Used,115.0
85264986044,Lenovo,Intel Core i5,14.0,Black,8.0,256.0,Intel UHD Graphics 620,1.6,Notebook/Laptop,Medium,1920 x 1080,20NY-S3Y600,Windows 10,256,SSD,Used,187.99
85264986054,HP,Intel Core i7,16.0,Black,16.0,1000.0,Intel Arc 370M,4.6,Notebook/Laptop,Large,2560 x 1600,HP ENVY 16-h0112nr,Windows 11 Home,16,SSD,Open box,699.95
85264986067,HP,Intel Core i7,14.0,Silver,16.0,512.0,Intel HD Graphics,2.6,Notebook/Laptop,Large,2560 x 1440,HP Elitebook 840,Windows 10 Pro,512,SSD,Used,199.99
85264986082,Lenovo,Intel Core i5,15.6,Black,8.0,500.0,Intel HD Graphics,2.3,Notebook/Laptop,Small,1366 x 768,Lenovo ThinkPad E560,Windows 10 Pro,500,SSD,Used,149.0
85264986083,Dell,Intel Core i5,14.0,Black,8.0,256.0,Intel Iris Xe Graphics,2.4,Notebook,Medium,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,256,SSD,Very Good,1249.99
85264986089,ASUS,Intel Core i5,14.0,Black,8.0,512.0,Intel Iris Xe Graphics,2.5,Notebook/Laptop,Large,2880 x 1800,ASUS VivoBook,Windows 11 Home,512,SSD,Open box,528.88
85264986096,HP,AMD Ryzen 7,14.0,Silver,32.0,512.0,AMD Radeon RX Vega 10,2.3,Notebook/Laptop,Medium,1920 x 1080,ELITEBOOK 745 G6,Windows 11 Pro,512,SSD,Used,239.98
85264986107,Dell,Intel Core i7,15.6,Silver,16.0,1000.0,AMD Radeon 4GB GPU,3.1,2 in 1 Laptop/Tablet,Medium,1920 x 1080,Dell,Windows 11 Pro,0,SSD,Used,799.95
85264986113,Lenovo,Intel Core i7,13.0,Black,16.0,256.0,Intel UHD Graphics 620,1.8,Notebook/Laptop,Large,3000 x 2000,Lenovo ThinkPad X1 Tablet Gen 3,Windows 11 Pro,256,SSD,Good,349.99
85264986120,HP,Intel Pentium,12.0,Black,4.0,128.0,Intel HD Graphics 615,1.2,Notebook/Laptop,Large,1920 x 1280,HP Pro X2 612 G2 Tablet,Windows 11 Pro,128,SSD,New,155.0
85264986121,HP,Intel Core i5,14.0,Silver,32.0,500.0,Intel UHD Graphics 620,2.6,Notebook/Laptop,Medium,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,500,SSD,Very Good,289.99
85264986123,Lenovo,Intel Celeron,11.6,Black,0.004,32.0,Intel HD Graphics 500,1.1,Notebook/Laptop,Small,1366 x 768,Lenovo 100e,Chrome OS,4,eMMC,Used,89.99
85264986126,HP,Intel Core i7,15.6,Silver/Black,16.0,256.0,Intel HD Graphics 620,1.8,Notebook/Laptop,Medium,1920 x 1080,HP EliteBook 850,Windows 11 Pro,256,SSD,Good,199.99
85264986128,Lenovo,Intel Core i5,14.0,Black,16.0,512.0,Intel UHD Graphics 620,1.6,Notebook/Laptop,Medium,1920 x 1080,T490,Windows 11 Pro,512,SSD,Used,220.0
85264986201,Dell,Intel Core i5,12.5,Black,16.0,256.0,Intel HD Graphics,2.6,Notebook/Laptop,Small,1366 x 768,Dell Latitude 7280,Windows 11 Pro,256,SSD,Used,175.0
85264986292,Fujitsu,Intel Core i5,12.5,Silver/Black,4.0,120.0,NVIDIA GeForce 320M,2.5,Notebook,Medium,1920 x 1080,i5 4200M,Windows 10,120,HDD,Used,99.0
85264986300,Dell,Intel Core i5,15.6,Black,32.0,512.0,NVIDIA Quadro P2000,2.5,Notebook,Medium,1920 x 1080,Precision 7530,Windows 10,512,SSD,Used,399.99
85264986323,Dell,Intel Core i7,14.0,Silver,16.0,512.0,Intel Iris Xe Graphics,2.8,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5420,Windows 10 Pro,512,SSD,Used,300.0
85264986474,HP,Intel Celeron,11.6,Gray,4.0,16.0,Intel HD Graphics 400,2.16,Notebook/Laptop,Small,1280 x 800,Samsung Chromebook 4+,Chrome OS,16,SSD,Used,45.0
85264986481,SGIN,Intel Celeron,15.6,Silver,4.0,128.0,Intel UHD Graphics 600,1.1,Notebook/Laptop,Small,1366 x 768,SGIN-M15,Windows 11 Home,128,SSD + HDD,New,149.0
85264986496,Acer,Intel Celeron,14.0,Silver,4.0,128.0,Intel UHD Graphics 600,1.1,Notebook/Laptop,Medium,1920 x 1080,Acer Swift 1,Windows 11 Home,128,SSD,Used,89.99
85264986504,HP,Intel Core i5,14.0,Silver,8.0,240.0,Intel HD Graphics 3000,2.5,Notebook/Laptop,Small,1366 x 768,HP EliteBook 8460P,Windows 11 Pro,240,SSD,Used,120.0
85264986567,Dell,Intel Core i5,14.0,Black,32.0,1000.0,Intel UHD Graphics 620,1.9,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude 5440,Windows 11 Pro,1000,SSD,Excellent,299.99
85264986576,Lenovo,Intel Celeron,11.6,Black,0.004,32.0,Intel HD Graphics 500,1.1,Notebook/Laptop,Small,1366 x 768,Lenovo 100e,Chrome OS,4,eMMC,Used,89.99
85264986579,Dell,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1366 x 768,Dell,Linux,16,SSD,Used,49.99
85264986584,HP,AMD Ryzen 3,14.0,Silver,8.0,128.0,AMD Radeon Graphics,2.6,Notebook/Laptop,Small,1366 x 768,HP 14-fq0013dx,Windows 11 Home,128,SSD,New,193.0
